REGION;CITY;addr:street;addr:housenumber;SEX;count;;;
Челябинская;Челябинск;32 Годовщины Октября;11А;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;121;женский;3;;;
Челябинская;Челябинск;32 Годовщины Октября;123;женский;5;;;
Челябинская;Челябинск;32 Годовщины Октября;12А;мужской;7;;;
Челябинская;Челябинск;32 Годовщины Октября;13;женский;2;;;
Челябинская;Челябинск;32 Годовщины Октября;13А;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;14;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;14А;мужской;3;;;
Челябинская;Челябинск;32 Годовщины Октября;15;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;16;женский;2;;;
Челябинская;Челябинск;32 Годовщины Октября;16А;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;17;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;17А;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;18;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;18;женский;4;;;
Челябинская;Челябинск;32 Годовщины Октября;19;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;1Б;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;2;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;20;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;21;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;22;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;22А;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;23;мужской;2;;;
Челябинская;Челябинск;32 Годовщины Октября;23А;женский;2;;;
Челябинская;Челябинск;32 Годовщины Октября;24;женский;3;;;
Челябинская;Челябинск;32 Годовщины Октября;24А;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;25;женский;1;;;
Челябинская;Челябинск;32 Годовщины Октября;25А;мужской;1;;;
Челябинская;Челябинск;32 Годовщины Октября;26А;женский;20;;;
Челябинская;Челябинск;32 Годовщины Октября;27;мужской;10;;;
Челябинская;Челябинск;32 Годовщины Октября;27А;женский;1;;;
